User: USER,Path: C:\Program Files (x86)\BMG\Omega\User\Data\,Test run no.: 140
Test name: Ilya 1000 Segregants (02-07-20),Date: 2/14/2020,Time: 6:33:35 PM

ID1: 019,ID2: Wizard script `IA 1000_Seg`, Prot.1, Plate 12, Friday, February 14, 2020 5:42:36 PM,
Absorbance

Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
D,0.881,1.015,1.559,1.526,1.419,0.824,0.85,0.858,0.802,1.264,0.78,0.828
E,1.515,1.581,0.816,0.851,0.792,0.798,0.791,0.905,0.803,0.805,0.805,1.226
F,1.582,1.603,0.982,0.772,0.78,0.779,0.781,0.816,0.794,0.819,0.836,0.815
G,0.751,0.802,1.62,0.988,0.759,0.809,0.77,0.786,0.809,1.264,1.836,0.81
H,0.791,0.835,0.809,1.614,0.833,0.805,1.265,0.769,0.804,0.826,0.799,0.787

Cycle 29 (48 h 39 min)
Raw Data (600)

,1,2,3,4,5,6,7,8,9,10,11,12,
A,1.635,0.748,0.903,1.469,0.871,1.567,0.9,1.558,0.963,1.621,0.793,1.687
B,0.855,1.597,1.029,1.663,0.774,1.043,1.596,1.439,0.793,0.819,1.556,1.757
C,1.566,1.615,1.013,0.787,0.93,0.803,0.801,0.809,0.796,0.797,0.845,1.778
D,0.877,1.039,1.558,1.56,1.459,0.822,0.85,0.902,0.796,1.287,0.779,0.826
E,1.535,1.57,0.812,0.855,0.791,0.798,0.791,0.956,0.796,0.81,0.805,1.292
F,1.578,1.605,0.981,0.772,0.779,0.777,0.774,0.813,0.792,0.82,0.841,0.816
